ticker,name,mkt_cap_m,revenue_m,stage_raw,subsector_raw,industry,region,exchange_hint,notes,source_sheet,log_mkt_cap,log_revenue,has_revenue,size_band,size_band_ord,rich_modalities,rich_therapeutic_areas,pipeline_filed,modality_source,combined_modalities,primary_modality,is_compound_modality,mod_Oncology,mod_Gene/Cell Therapy,mod_RNA/Antisense,mod_Neurology,mod_Immunology,mod_Rare Disease,mod_Metabolic,mod_Cardiovascular,mod_Ophthalmology,mod_Vaccines,mod_Dermatology,mod_AI/Platform,mod_Psychedelics/CNS,mod_Biosimilars,mod_General Biotech
JANX,"Janux Therapeutics, Inc.",841.91,10.0,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.9252656679931572,1.041392685158225,1,small,2,"['Monoclonal antibody', 'CAR-T cell therapy', 'Antibody-drug conjugate']","['Oncology', 'Rare disease', 'Immunology/I&I']",2026-02-26,lexicon,"['Monoclonal antibody', 'CAR-T cell therapy', 'Antibody-drug conjugate', 'Oncology', 'Rare disease', 'Immunology/I&I', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHAT,"Phathom Pharmaceuticals, Inc.",840.78,175.11,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.924682372391089,2.2457840170775247,1,small,2,['Small molecule'],"['Oncology', 'Rare disease', 'Infectious disease']",2026-02-26,lexicon,"['Small molecule', 'Oncology', 'Rare disease', 'Infectious disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANA,"Sana Biotechnology, Inc.",840.63,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.9246048848390243,0.0,0,small,2,"['CAR-T cell therapy', 'Gene therapy', 'Small molecule']",['Oncology'],2026-03-03,lexicon,"['CAR-T cell therapy', 'Gene therapy', 'Small molecule', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EVMN,"Evommune, Inc.",835.39,13.0,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.9218892722568346,1.146128035678238,1,small,2,"['Monoclonal antibody', 'Small molecule']",['Immunology/I&I'],2026-03-05,lexicon,"['Monoclonal antibody', 'Small molecule', 'Immunology/I&I', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BBOT,"BridgeBio Oncology Therapeutics, Inc.",833.94,0.0,Pre-revenue,"Oncology, Rare Disease",Biotechnology,US,,,US Biotech,2.9211348053064614,0.0,0,small,2,['Small molecule'],['Oncology'],2026-03-05,lexicon,"['Small molecule', 'Oncology', 'Rare Disease']",Oncology,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
XNCR,"Xencor, Inc.",830.19,125.58,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.919177497807888,2.1023650913385277,1,small,2,['Bispecific antibody'],"['Oncology', 'Immunology/I&I', 'Rare disease']",2026-02-25,lexicon,"['Bispecific antibody', 'Oncology', 'Immunology/I&I', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KALV,"KalVista Pharmaceuticals, Inc.",820.37,1.43,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.9140097703303134,0.3856062735983121,1,small,2,['Small molecule'],['Rare disease'],2025-07-10,lexicon,"['Small molecule', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OMER,Omeros Corporation,818.19,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.9128541672042045,0.0,0,small,2,"['Small molecule', 'Monoclonal antibody']","['Oncology', 'Rare disease', 'Neurology/CNS']",2026-03-31,lexicon,"['Small molecule', 'Monoclonal antibody', 'Oncology', 'Rare disease', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MPLT,"MapLight Therapeutics, Inc.",807.8,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.9073038488339695,0.0,0,small,2,['Small molecule'],"['Neurology/CNS', 'Metabolic/Obesity']",2026-03-26,lexicon,"['Small molecule', 'Neurology/CNS', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MNKD,MannKind Corporation,804.14,348.97,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.905331665582334,2.544030817513511,1,small,2,[],"['Cardiovascular', 'Metabolic/Obesity', 'Rare disease']",2026-02-26,lexicon,"['Cardiovascular', 'Metabolic/Obesity', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CTMX,"CytomX Therapeutics, Inc.",792.96,113.63,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.899251280359951,2.059298292408071,1,small,2,"['Antibody-drug conjugate', 'Diagnostics/devices', 'Gene therapy']","['Oncology', 'Rare disease', 'Metabolic/Obesity']",2026-03-16,lexicon,"['Antibody-drug conjugate', 'Diagnostics/devices', 'Gene therapy', 'Oncology', 'Rare disease', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KURA,"Kura Oncology, Inc.",791.43,67.48,Has revenue,Oncology,Biotechnology,US,,,US Biotech,2.898412508638523,1.8355637516690968,1,small,2,"['Small molecule', 'Diagnostics/devices']","['Oncology', 'Rare disease', 'Metabolic/Obesity']",2026-03-05,lexicon,"['Small molecule', 'Diagnostics/devices', 'Oncology', 'Rare disease', 'Metabolic/Obesity']",Oncology,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EIKN,"Eikon Therapeutics, Inc.",776.29,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.8900239917117982,0.0,0,small,2,[],"['Oncology', 'Hematology', 'Neurology/CNS']",2026-03-30,lexicon,"['Oncology', 'Hematology', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANNX,"Annexon, Inc.",769.13,0.0,Pre-revenue,Neurology,Biotechnology,US,,,US Biotech,2.8859997513892446,0.0,0,small,2,['Small molecule'],"['Rare disease', 'Immunology/I&I', 'Ophthalmology']",2026-03-30,lexicon,"['Small molecule', 'Rare disease', 'Immunology/I&I', 'Ophthalmology', 'Neurology']",Neurology,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
DRUG,Bright Minds Biosciences Inc.,738.16,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.868150507603142,0.0,0,small,2,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LXRX,"Lexicon Pharmaceuticals, Inc.",730.31,49.8,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.863507247396325,1.7058637122839193,1,small,2,['Small molecule'],"['Metabolic/Obesity', 'Rare disease', 'Cardiovascular']",2026-03-05,lexicon,"['Small molecule', 'Metabolic/Obesity', 'Rare disease', 'Cardiovascular', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRME,"Prime Medicine, Inc.",710.09,4.63,Has revenue,Gene/Cell Therapy,Biotechnology,US,,,US Biotech,2.8513133966433952,0.7505083948513462,1,small,2,"['Gene editing', 'Gene therapy', 'Cell therapy (other)']","['Rare disease', 'Hematology', 'Oncology']",2026-03-03,lexicon,"['Gene editing', 'Gene therapy', 'Cell therapy (other)', 'Rare disease', 'Hematology', 'Oncology', 'Gene/Cell Therapy']",Gene/Cell Therapy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GYRE,"Gyre Therapeutics, Inc.",700.76,107.27,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.8455693039547376,2.0345081367791695,1,small,2,['Small molecule'],"['Metabolic/Obesity', 'Rare disease', 'Oncology']",2026-03-13,lexicon,"['Small molecule', 'Metabolic/Obesity', 'Rare disease', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PROK,ProKidney Corp.,691.92,0.744,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.840055884099814,0.2415464805965484,1,small,2,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TBPH,"Theravance Biopharma, Inc.",687.62,80.33,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.8373485000151875,1.910250772300148,1,small,2,['Monoclonal antibody'],"['Cardiovascular', 'Rare disease']",2026-03-23,lexicon,"['Monoclonal antibody', 'Cardiovascular', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TECX,"Tectonic Therapeutic, Inc.",673.52,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.828350496511379,0.0,0,small,2,['Small molecule'],"['Rare disease', 'Cardiovascular', 'Oncology']",2026-02-26,lexicon,"['Small molecule', 'Rare disease', 'Cardiovascular', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MDXG,"MiMedx Group, Inc.",668.55,418.63,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.8251338931418575,2.6228665290179936,1,small,2,['Diagnostics/devices'],"['Metabolic/Obesity', 'Oncology']",2026-02-25,lexicon,"['Diagnostics/devices', 'Metabolic/Obesity', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REPL,"Replimune Group, Inc.",666.36,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.8237089195201914,0.0,0,small,2,"['Vaccine', 'Oncolytic virus', 'Gene therapy']",['Oncology'],2025-05-22,lexicon,"['Vaccine', 'Oncolytic virus', 'Gene therapy', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AGMB,AgomAb Therapeutics NV,663.79,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.822030705473109,0.0,0,small,2,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ZURA,Zura Bio Limited,661.28,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.820385387937633,0.0,0,small,2,"['Monoclonal antibody', 'Bispecific antibody']","['Immunology/I&I', 'Metabolic/Obesity', 'Dermatology']",2026-03-19,lexicon,"['Monoclonal antibody', 'Bispecific antibody', 'Immunology/I&I', 'Metabolic/Obesity', 'Dermatology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JBIO,"Jade Biosciences, Inc.",646.36,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.810474472276444,0.0,0,small,2,"['Monoclonal antibody', 'Gene therapy', 'Small molecule']","['Rare disease', 'Immunology/I&I', 'Oncology']",2026-03-06,lexicon,"['Monoclonal antibody', 'Gene therapy', 'Small molecule', 'Rare disease', 'Immunology/I&I', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ANRO,"Alto Neuroscience, Inc.",644.94,0.0,Pre-revenue,Neurology,Biotechnology,US,,,US Biotech,2.8095193132694165,0.0,0,small,2,[],['Neurology/CNS'],2026-03-16,lexicon,"['Neurology/CNS', 'Neurology']",Neurology,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VOR,Vor Biopharma Inc.,627.78,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.7978074757029923,0.0,0,small,2,"['Monoclonal antibody', 'CAR-T cell therapy', 'Antibody-drug conjugate']","['Rare disease', 'Immunology/I&I', 'Oncology']",2026-03-30,lexicon,"['Monoclonal antibody', 'CAR-T cell therapy', 'Antibody-drug conjugate', 'Rare disease', 'Immunology/I&I', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LBRX,LB Pharmaceuticals Inc,601.61,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.7793150465143115,0.0,0,small,2,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENGN,enGene Holdings Inc.,581.47,0.0,Pre-revenue,Gene/Cell Therapy,Biotechnology,US,,,US Biotech,2.7645273129242227,0.0,0,small,2,[],[],,xlsx,['Gene/Cell Therapy'],Gene/Cell Therapy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
YDES,YD Bio Limited,573.1,0.51036,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.7582304084577496,0.17908047535884739,1,small,2,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DSGN,"Design Therapeutics, Inc.",572.49,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.7577679050158572,0.0,0,small,2,"['Small molecule', 'Gene therapy', 'RNAi/siRNA']","['Rare disease', 'Metabolic/Obesity', 'Cardiovascular']",2026-03-09,lexicon,"['Small molecule', 'Gene therapy', 'RNAi/siRNA', 'Rare disease', 'Metabolic/Obesity', 'Cardiovascular', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LRMR,"Larimar Therapeutics, Inc.",566.84,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.7534604893635803,0.0,0,small,2,[],"['Rare disease', 'Neurology/CNS', 'Metabolic/Obesity']",2026-03-19,lexicon,"['Rare disease', 'Neurology/CNS', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MGTX,MeiraGTx Holdings plc,563.44,27.42,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.750847675384275,1.453624073591451,1,small,2,"['Gene therapy', 'Small molecule', 'CAR-T cell therapy']","['Rare disease', 'Ophthalmology', 'Neurology/CNS']",2026-03-30,lexicon,"['Gene therapy', 'Small molecule', 'CAR-T cell therapy', 'Rare disease', 'Ophthalmology', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VSTM,"Verastem, Inc.",560.39,30.91,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.7484903768215028,1.5039268041935103,1,small,2,['Small molecule'],"['Oncology', 'Rare disease']",2026-03-04,lexicon,"['Small molecule', 'Oncology', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DRTS,Alpha Tau Medical Ltd.,546.54,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.737621952458751,0.0,0,small,2,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FULC,"Fulcrum Therapeutics, Inc.",544.12,80.0,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.7356946893868903,1.9084850188786497,1,small,2,"['Small molecule', 'Gene therapy', 'Gene editing']","['Rare disease', 'Oncology', 'Hematology']",2026-02-24,lexicon,"['Small molecule', 'Gene therapy', 'Gene editing', 'Rare disease', 'Oncology', 'Hematology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RIGL,"Rigel Pharmaceuticals, Inc.",533.32,294.28,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.7269878704384953,2.4702340321876006,1,small,2,['Diagnostics/devices'],"['Rare disease', 'Oncology', 'Neurology/CNS']",2026-03-03,lexicon,"['Diagnostics/devices', 'Rare disease', 'Oncology', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OCGN,"Ocugen, Inc.",527.91,4.41,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.7225598887554296,0.7331972651065695,1,small,2,"['Vaccine', 'Gene therapy', 'Cell therapy (other)']","['Ophthalmology', 'Rare disease', 'Metabolic/Obesity']",2026-03-04,lexicon,"['Vaccine', 'Gene therapy', 'Cell therapy (other)', 'Ophthalmology', 'Rare disease', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SLDB,Solid Biosciences Inc.,525.89,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.720894912615872,0.0,0,small,2,"['Gene therapy', 'Small molecule', 'Gene editing']","['Rare disease', 'Cardiovascular', 'Metabolic/Obesity']",2026-03-19,lexicon,"['Gene therapy', 'Small molecule', 'Gene editing', 'Rare disease', 'Cardiovascular', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ALLO,"Allogene Therapeutics, Inc.",516.88,0.022,Pre-revenue,Gene/Cell Therapy,Biotechnology,US,,,US Biotech,2.7133897280321126,0.009450895798693935,1,small,2,"['CAR-T cell therapy', 'Gene editing', 'Monoclonal antibody']","['Oncology', 'Immunology/I&I', 'Rare disease']",2026-03-12,lexicon,"['CAR-T cell therapy', 'Gene editing', 'Monoclonal antibody', 'Oncology', 'Immunology/I&I', 'Rare disease', 'Gene/Cell Therapy']",Gene/Cell Therapy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PRTA,Prothena Corporation plc,516.26,9.68,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.7128684770668925,1.0285712526925377,1,small,2,"['Monoclonal antibody', 'Vaccine']","['Neurology/CNS', 'Rare disease']",2026-02-27,lexicon,"['Monoclonal antibody', 'Vaccine', 'Neurology/CNS', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NMRA,"Neumora Therapeutics, Inc.",513.21,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.7102951101006054,0.0,0,small,2,[],"['Rare disease', 'Neurology/CNS', 'Metabolic/Obesity']",2026-03-30,lexicon,"['Rare disease', 'Neurology/CNS', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FBRX,"Forte Biosciences, Inc.",512.83,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.7099734230110797,0.0,0,small,2,[],"['Immunology/I&I', 'Metabolic/Obesity']",2026-03-31,lexicon,"['Immunology/I&I', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CRMD,CorMedix Inc.,510.67,311.71,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.7081403453880486,2.495141769555622,1,small,2,['Diagnostics/devices'],"['Rare disease', 'Infectious disease', 'Oncology']",2026-03-05,lexicon,"['Diagnostics/devices', 'Rare disease', 'Infectious disease', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ADCT,ADC Therapeutics SA,509.13,75.21,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.7068286881797343,1.8820119616266586,1,small,2,"['Antibody-drug conjugate', 'Bispecific antibody', 'CAR-T cell therapy']",['Oncology'],2026-03-10,lexicon,"['Antibody-drug conjugate', 'Bispecific antibody', 'CAR-T cell therapy', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IVVD,"Invivyd, Inc.",507.58,53.43,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.705504501403835,1.7358383343170738,1,small,2,"['Monoclonal antibody', 'Vaccine']",['Infectious disease'],2026-03-05,lexicon,"['Monoclonal antibody', 'Vaccine', 'Infectious disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CTNM,"Contineum Therapeutics, Inc.",507.03,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.705033656471411,0.0,0,small,2,"['Small molecule', 'Radiotherapeutic']","['Rare disease', 'Oncology', 'Neurology/CNS']",2026-03-05,lexicon,"['Small molecule', 'Radiotherapeutic', 'Rare disease', 'Oncology', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ZVRA,"Zevra Therapeutics, Inc.",505.55,84.39,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.703764114724731,1.9314070135565735,1,small,2,[],"['Rare disease', 'Oncology', 'Neurology/CNS']",2026-03-09,lexicon,"['Rare disease', 'Oncology', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LXEO,"Lexeo Therapeutics, Inc.",499.96,0.0,Pre-revenue,Gene/Cell Therapy,Biotechnology,US,,,US Biotech,2.69893525938765,0.0,0,small,2,"['Gene therapy', 'Diagnostics/devices', 'Cell therapy (other)']","['Neurology/CNS', 'Rare disease', 'Cardiovascular']",2026-03-30,lexicon,"['Gene therapy', 'Diagnostics/devices', 'Cell therapy (other)', 'Neurology/CNS', 'Rare disease', 'Cardiovascular', 'Gene/Cell Therapy']",Gene/Cell Therapy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMMX,"Immix Biopharma, Inc.",489.54,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.6897881835130857,0.0,0,small,2,"['CAR-T cell therapy', 'Cell therapy (other)']","['Rare disease', 'Oncology', 'Hematology']",2026-03-25,lexicon,"['CAR-T cell therapy', 'Cell therapy (other)', 'Rare disease', 'Oncology', 'Hematology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EPRX,Eupraxia Pharmaceuticals Inc.,481.69,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.6827676303503507,0.0,0,small,2,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RCKT,"Rocket Pharmaceuticals, Inc.",478.79,0.0,Pre-revenue,Gene/Cell Therapy,Biotechnology,US,,,US Biotech,2.68014507116175,0.0,0,small,2,"['Gene therapy', 'Cell therapy (other)']","['Rare disease', 'Oncology', 'Hematology']",2026-02-26,lexicon,"['Gene therapy', 'Cell therapy (other)', 'Rare disease', 'Oncology', 'Hematology', 'Gene/Cell Therapy']",Gene/Cell Therapy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LYEL,"Lyell Immunopharma, Inc.",477.14,0.041,Pre-revenue,Immunology,Biotechnology,US,,,US Biotech,2.678645826223762,0.017450729510536125,1,small,2,"['CAR-T cell therapy', 'Bispecific antibody', 'Antibody-drug conjugate']","['Oncology', 'Rare disease', 'Hematology']",2026-03-12,lexicon,"['CAR-T cell therapy', 'Bispecific antibody', 'Antibody-drug conjugate', 'Oncology', 'Rare disease', 'Hematology', 'Immunology']",Immunology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
AVIR,"Atea Pharmaceuticals, Inc.",469.27,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.671422791052663,0.0,0,small,2,['Vaccine'],"['Infectious disease', 'Oncology', 'Rare disease']",2026-03-05,lexicon,"['Vaccine', 'Infectious disease', 'Oncology', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VNDA,Vanda Pharmaceuticals Inc.,466.36,216.11,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.6687212936286393,2.336679827345716,1,small,2,[],['Rare disease'],2026-02-12,lexicon,"['Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KYTX,"Kyverna Therapeutics, Inc.",462.75,0.0,Pre-revenue,RNA/Antisense,Biotechnology,US,,,US Biotech,2.6653464274249417,0.0,0,small,2,"['CAR-T cell therapy', 'Gene editing', 'Monoclonal antibody']","['Immunology/I&I', 'Neurology/CNS', 'Rare disease']",2026-03-26,lexicon,"['CAR-T cell therapy', 'Gene editing', 'Monoclonal antibody', 'Immunology/I&I', 'Neurology/CNS', 'Rare disease', 'RNA/Antisense']",RNA/Antisense,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ALT,"Altimmune, Inc.",460.45,0.041,Pre-revenue,Immunology,Biotechnology,US,,,US Biotech,2.663182477305838,0.017450729510536125,1,small,2,[],['Metabolic/Obesity'],2026-03-06,lexicon,"['Metabolic/Obesity', 'Immunology']",Immunology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IPSC,"Century Therapeutics, Inc.",459.9,113.34,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.6626634095740376,2.058198187878254,1,small,2,"['Cell therapy (other)', 'CAR-T cell therapy', 'Gene editing']","['Oncology', 'Immunology/I&I', 'Rare disease']",2026-03-12,lexicon,"['Cell therapy (other)', 'CAR-T cell therapy', 'Gene editing', 'Oncology', 'Immunology/I&I', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRDA,"Entrada Therapeutics, Inc.",452.88,25.42,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.655983141876537,1.4219328132785085,1,small,2,"['Gene therapy', 'Gene editing', 'Antisense oligonucleotide']","['Rare disease', 'Ophthalmology', 'Metabolic/Obesity']",2026-02-26,lexicon,"['Gene therapy', 'Gene editing', 'Antisense oligonucleotide', 'Rare disease', 'Ophthalmology', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LCTX,"Lineage Cell Therapeutics, Inc.",448.31,14.56,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.6515784263437796,1.1920095926536702,1,small,2,"['Cell therapy (other)', 'Small molecule', 'Diagnostics/devices']","['Rare disease', 'Infectious disease']",2026-03-05,lexicon,"['Cell therapy (other)', 'Small molecule', 'Diagnostics/devices', 'Rare disease', 'Infectious disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASMB,"Assembly Biosciences, Inc.",447.15,37.19,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.650453235088312,1.581949658373318,1,small,2,['Small molecule'],"['Rare disease', 'Infectious disease']",2026-03-19,lexicon,"['Small molecule', 'Rare disease', 'Infectious disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RGNX,REGENXBIO Inc.,446.45,170.44,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.6497728273006773,2.2341121580337724,1,small,2,"['Gene therapy', 'Monoclonal antibody', 'Cell therapy (other)']","['Rare disease', 'Neurology/CNS', 'Ophthalmology']",2026-03-05,lexicon,"['Gene therapy', 'Monoclonal antibody', 'Cell therapy (other)', 'Rare disease', 'Neurology/CNS', 'Ophthalmology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VTVT,vTv Therapeutics Inc.,439.4,0.017,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.6428600525844916,0.0073209529227445565,1,small,2,"['Small molecule', 'Monoclonal antibody']","['Metabolic/Obesity', 'Oncology', 'Neurology/CNS']",2026-03-10,lexicon,"['Small molecule', 'Monoclonal antibody', 'Metabolic/Obesity', 'Oncology', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
