ticker,name,mkt_cap_m,revenue_m,stage_raw,subsector_raw,industry,region,exchange_hint,notes,source_sheet,log_mkt_cap,log_revenue,has_revenue,size_band,size_band_ord,rich_modalities,rich_therapeutic_areas,pipeline_filed,modality_source,combined_modalities,primary_modality,is_compound_modality,mod_Oncology,mod_Gene/Cell Therapy,mod_RNA/Antisense,mod_Neurology,mod_Immunology,mod_Rare Disease,mod_Metabolic,mod_Cardiovascular,mod_Ophthalmology,mod_Vaccines,mod_Dermatology,mod_AI/Platform,mod_Psychedelics/CNS,mod_Biosimilars,mod_General Biotech
TENX,"Tenax Therapeutics, Inc.",433.7,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.637189422148762,0.0,0,small,2,['Small molecule'],"['Cardiovascular', 'Rare disease', 'Metabolic/Obesity']",2026-03-10,lexicon,"['Small molecule', 'Cardiovascular', 'Rare disease', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FDMT,"4D Molecular Therapeutics, Inc.",432.55,0.12,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.636036316353447,0.04921802267018165,1,small,2,"['Gene therapy', 'Cell therapy (other)', 'RNAi/siRNA']","['Rare disease', 'Ophthalmology', 'Metabolic/Obesity']",2026-03-18,lexicon,"['Gene therapy', 'Cell therapy (other)', 'RNAi/siRNA', 'Rare disease', 'Ophthalmology', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AVXL,Anavex Life Sciences Corp.,430.92,0.0,Pre-revenue,Neurology,Biotechnology,US,,,US Biotech,2.634396651173698,0.0,0,small,2,['Antibody-drug conjugate'],"['Neurology/CNS', 'Oncology', 'Rare disease']",2025-11-25,lexicon,"['Antibody-drug conjugate', 'Neurology/CNS', 'Oncology', 'Rare disease', 'Neurology']",Neurology,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
STRO,"Sutro Biopharma, Inc.",414.45,105.65,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.6174721439721926,2.0279608597854475,1,small,2,"['Antibody-drug conjugate', 'Vaccine', 'Monoclonal antibody']","['Oncology', 'Rare disease', 'Infectious disease']",2026-03-23,lexicon,"['Antibody-drug conjugate', 'Vaccine', 'Monoclonal antibody', 'Oncology', 'Rare disease', 'Infectious disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UPB,"Upstream Bio, Inc.",413.94,2.8,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.6169373953302384,0.5797835966168101,1,small,2,['Monoclonal antibody'],"['Rare disease', 'Oncology', 'Dermatology']",2026-03-26,lexicon,"['Monoclonal antibody', 'Rare disease', 'Oncology', 'Dermatology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DMAC,DiaMedica Therapeutics Inc.,413.09,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.6160446817899845,0.0,0,small,2,['Diagnostics/devices'],"['Cardiovascular', 'Metabolic/Obesity', 'Neurology/CNS']",2026-03-30,lexicon,"['Diagnostics/devices', 'Cardiovascular', 'Metabolic/Obesity', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMMP,Immutep Limited,408.45,5.28,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.611138900395646,0.7979596437371961,1,small,2,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NAGE,"Niagen Bioscience, Inc.",406.05,129.42,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.6085795148261877,2.1153441958714407,1,small,2,[],['Rare disease'],2026-03-04,lexicon,"['Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NBP,NovaBridge Biosciences,403.52,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.6058650648929875,0.0,0,small,2,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AUTL,Autolus Therapeutics plc,401.88,51.13,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.6040963935874917,1.717087724927019,1,small,2,"['CAR-T cell therapy', 'Monoclonal antibody', 'Gene therapy']","['Oncology', 'Immunology/I&I', 'Neurology/CNS']",2026-03-27,lexicon,"['CAR-T cell therapy', 'Monoclonal antibody', 'Gene therapy', 'Oncology', 'Immunology/I&I', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CBIO,"Crescent Biopharma, Inc.",400.89,10.84,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.603025223127586,1.073351702386901,1,small,2,"['Antibody-drug conjugate', 'Bispecific antibody', 'Diagnostics/devices']","['Oncology', 'Rare disease', 'Cardiovascular']",2026-02-26,lexicon,"['Antibody-drug conjugate', 'Bispecific antibody', 'Diagnostics/devices', 'Oncology', 'Rare disease', 'Cardiovascular', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRTC,PureTech Health plc,400.2,6.39,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.6022770843001926,0.8686444383948257,1,small,2,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENTA,"Enanta Pharmaceuticals, Inc.",392.92,66.98,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.594304135374734,1.832381160247041,1,small,2,"['Vaccine', 'Small molecule', 'Monoclonal antibody']","['Infectious disease', 'Oncology', 'Cardiovascular']",2025-11-19,lexicon,"['Vaccine', 'Small molecule', 'Monoclonal antibody', 'Infectious disease', 'Oncology', 'Cardiovascular', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PEPG,PepGen Inc.,390.83,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.591987892647553,0.0,0,small,2,"['Antisense oligonucleotide', 'RNAi/siRNA', 'Small molecule']","['Rare disease', 'Neurology/CNS', 'Oncology']",2026-03-04,lexicon,"['Antisense oligonucleotide', 'RNAi/siRNA', 'Small molecule', 'Rare disease', 'Neurology/CNS', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BNTC,Benitec Biopharma Inc.,388.45,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.589335125784143,0.0,0,small,2,"['RNAi/siRNA', 'Gene therapy']",[],2025-09-22,lexicon,"['RNAi/siRNA', 'Gene therapy', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ARMP,"Armata Pharmaceuticals, Inc.",385.91,5.05,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.586486032493526,0.7817553746524689,1,small,2,"['Microbiome', 'Vaccine']","['Rare disease', 'Infectious disease', 'Oncology']",2026-03-25,lexicon,"['Microbiome', 'Vaccine', 'Rare disease', 'Infectious disease', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MNPR,Monopar Therapeutics Inc.,384.98,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.5854381681701804,0.0,0,small,2,[],"['Oncology', 'Rare disease']",2026-03-27,lexicon,"['Oncology', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
STTK,"Shattuck Labs, Inc.",379.05,1.0,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.578696500975596,0.3010299956639812,1,small,2,"['Bispecific antibody', 'Monoclonal antibody', 'Gene therapy']","['Rare disease', 'Oncology', 'Immunology/I&I']",2026-03-05,lexicon,"['Bispecific antibody', 'Monoclonal antibody', 'Gene therapy', 'Rare disease', 'Oncology', 'Immunology/I&I', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DNA,"Ginkgo Bioworks Holdings, Inc.",378.35,170.16,Has revenue,AI/Platform,Biotechnology,US,,,US Biotech,2.577893738303586,2.233402277811895,1,small,2,"['Gene therapy', 'Vaccine', 'Small molecule']",[],2026-02-26,lexicon,"['Gene therapy', 'Vaccine', 'Small molecule', 'AI/Platform']",AI/Platform,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ACRS,"Aclaris Therapeutics, Inc.",369.02,7.83,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.5670499045174795,0.9459607035775686,1,small,2,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LENZ,"LENZ Therapeutics, Inc.",365.15,17.5,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.562471304977469,1.2671717284030137,1,small,2,[],['Ophthalmology'],2026-03-24,lexicon,"['Ophthalmology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CADL,"Candel Therapeutics, Inc.",361.84,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.558516574737862,0.0,0,small,2,"['Vaccine', 'Gene therapy', 'Diagnostics/devices']","['Oncology', 'Rare disease', 'Infectious disease']",2026-03-12,lexicon,"['Vaccine', 'Gene therapy', 'Diagnostics/devices', 'Oncology', 'Rare disease', 'Infectious disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BCYC,Bicycle Therapeutics plc,360.71,28.34,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.5571581824753316,1.467460109507264,1,small,2,"['Antibody-drug conjugate', 'Radiotherapeutic', 'Small molecule']","['Oncology', 'Rare disease', 'Neurology/CNS']",2026-03-17,lexicon,"['Antibody-drug conjugate', 'Radiotherapeutic', 'Small molecule', 'Oncology', 'Rare disease', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ABSI,Absci Corporation,357.88,2.82,Has revenue,AI/Platform,Biotechnology,US,,,US Biotech,2.553737428671263,0.5820633629117087,1,small,2,['Monoclonal antibody'],"['Rare disease', 'Oncology']",2026-03-24,lexicon,"['Monoclonal antibody', 'Rare disease', 'Oncology', 'AI/Platform']",AI/Platform,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
AURA,"Aura Biosciences, Inc.",355.62,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.550986177622662,0.0,0,small,2,['Diagnostics/devices'],"['Oncology', 'Rare disease', 'Ophthalmology']",2026-03-30,lexicon,"['Diagnostics/devices', 'Oncology', 'Rare disease', 'Ophthalmology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMRX,Immuneering Corporation,344.16,0.0,Pre-revenue,Immunology,Biotechnology,US,,,US Biotech,2.5367603930433873,0.0,0,small,2,['Small molecule'],"['Oncology', 'Rare disease', 'Hematology']",2026-03-06,lexicon,"['Small molecule', 'Oncology', 'Rare disease', 'Hematology', 'Immunology']",Immunology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
NGNE,Neurogene Inc.,343.41,0.925,Pre-revenue,"Gene/Cell Therapy, Neurology",Biotechnology,US,,,US Biotech,2.5358129375388923,0.28443073384451945,1,small,2,"['Gene therapy', 'Gene editing']","['Rare disease', 'Oncology', 'Neurology/CNS']",2026-03-24,lexicon,"['Gene therapy', 'Gene editing', 'Rare disease', 'Oncology', 'Neurology/CNS', 'Gene/Cell Therapy', 'Neurology']",Gene/Cell Therapy,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
CLYM,"Climb Bio, Inc.",342.97,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.5352561334414165,0.0,0,small,2,"['Monoclonal antibody', 'CAR-T cell therapy']","['Rare disease', 'Immunology/I&I', 'Oncology']",2026-03-05,lexicon,"['Monoclonal antibody', 'CAR-T cell therapy', 'Rare disease', 'Immunology/I&I', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FHTX,Foghorn Therapeutics Inc.,338.6,24.52,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.5296869537729165,1.4068806700491248,1,small,2,"['Protein degrader', 'Small molecule', 'Diagnostics/devices']","['Oncology', 'Rare disease', 'Neurology/CNS']",2026-03-11,lexicon,"['Protein degrader', 'Small molecule', 'Diagnostics/devices', 'Oncology', 'Rare disease', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IRD,"Opus Genetics, Inc.",337.23,14.63,Has revenue,Gene/Cell Therapy,Biotechnology,US,,,US Biotech,2.527926202533123,1.1939589780191868,1,small,2,"['Gene therapy', 'Small molecule']","['Ophthalmology', 'Rare disease', 'Metabolic/Obesity']",2026-03-12,lexicon,"['Gene therapy', 'Small molecule', 'Ophthalmology', 'Rare disease', 'Metabolic/Obesity', 'Gene/Cell Therapy']",Gene/Cell Therapy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ANL,Adlai Nortye Ltd.,328.78,-1.35,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.5169053911252566,0.0,0,small,2,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
XFOR,"X4 Pharmaceuticals, Inc.",328.76,33.98,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.5168789717754354,1.5438198051426577,1,small,2,['Small molecule'],"['Oncology', 'Immunology/I&I', 'Rare disease']",2026-03-17,lexicon,"['Small molecule', 'Oncology', 'Immunology/I&I', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RLMD,"Relmada Therapeutics, Inc.",326.33,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.513657000957837,0.0,0,small,2,[],"['Rare disease', 'Oncology', 'Neurology/CNS']",2026-03-19,lexicon,"['Rare disease', 'Oncology', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RZLT,"Rezolute, Inc.",323.04,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.509256301599564,0.0,0,small,2,[],"['Oncology', 'Metabolic/Obesity', 'Rare disease']",2025-09-17,lexicon,"['Oncology', 'Metabolic/Obesity', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AVTX,"Avalo Therapeutics, Inc.",320.46,0.192,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.505773828352781,0.07627625540421759,1,small,2,"['Monoclonal antibody', 'Small molecule']","['Rare disease', 'Immunology/I&I']",2026-03-23,lexicon,"['Monoclonal antibody', 'Small molecule', 'Rare disease', 'Immunology/I&I', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GLSI,"Greenwich LifeSciences, Inc.",319.9,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.505014240084107,0.0,0,small,2,['Vaccine'],['Oncology'],2025-04-15,lexicon,"['Vaccine', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TARA,"Protara Therapeutics, Inc.",316.16,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.499906922907534,0.0,0,small,2,['Vaccine'],"['Oncology', 'Rare disease', 'Metabolic/Obesity']",2026-03-10,lexicon,"['Vaccine', 'Oncology', 'Rare disease', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NAUT,"Nautilus Biotechnology, Inc.",312.61,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.4950028664386243,0.0,0,small,2,['Diagnostics/devices'],"['Oncology', 'Neurology/CNS']",2026-02-26,lexicon,"['Diagnostics/devices', 'Oncology', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
XOMA,XOMA Royalty Corporation,308.86,47.11,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.4897616671097245,1.682235356902564,1,small,2,"['Bispecific antibody', 'Gene therapy']","['Oncology', 'Rare disease', 'Immunology/I&I']",2026-03-18,lexicon,"['Bispecific antibody', 'Gene therapy', 'Oncology', 'Rare disease', 'Immunology/I&I', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PBYI,"Puma Biotechnology, Inc.",307.8,228.37,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.48826861549546,2.3605366145832942,1,small,2,['Small molecule'],"['Oncology', 'Rare disease', 'Neurology/CNS']",2026-02-26,lexicon,"['Small molecule', 'Oncology', 'Rare disease', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CABA,"Cabaletta Bio, Inc.",305.16,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.4845276062233337,0.0,0,small,2,"['CAR-T cell therapy', 'Cell therapy (other)', 'Vaccine']","['Immunology/I&I', 'Rare disease', 'Oncology']",2026-03-23,lexicon,"['CAR-T cell therapy', 'Cell therapy (other)', 'Vaccine', 'Immunology/I&I', 'Rare disease', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CCCC,"C4 Therapeutics, Inc.",296.64,35.95,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.472229712464403,1.5676144427308445,1,micro,1,"['Protein degrader', 'Small molecule', 'Monoclonal antibody']","['Oncology', 'Rare disease', 'Neurology/CNS']",2026-02-26,lexicon,"['Protein degrader', 'Small molecule', 'Monoclonal antibody', 'Oncology', 'Rare disease', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SLN,Silence Therapeutics plc,294.27,0.559,Pre-revenue,RNA/Antisense,Biotechnology,US,,,US Biotech,2.4687459892536676,0.19284611518884173,1,micro,1,"['RNAi/siRNA', 'mRNA therapeutic']","['Rare disease', 'Metabolic/Obesity', 'Oncology']",2026-03-05,lexicon,"['RNAi/siRNA', 'mRNA therapeutic', 'Rare disease', 'Metabolic/Obesity', 'Oncology', 'RNA/Antisense']",RNA/Antisense,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ALXO,ALX Oncology Holdings Inc.,289.95,0.0,Pre-revenue,Oncology,Biotechnology,US,,,US Biotech,2.462323113084234,0.0,0,micro,1,"['Antibody-drug conjugate', 'Monoclonal antibody']","['Oncology', 'Rare disease', 'Hematology']",2026-03-09,lexicon,"['Antibody-drug conjugate', 'Monoclonal antibody', 'Oncology', 'Rare disease', 'Hematology']",Oncology,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDX,"Aldeyra Therapeutics, Inc.",288.88,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.4607174754187704,0.0,0,micro,1,[],"['Ophthalmology', 'Rare disease', 'Immunology/I&I']",2026-02-27,lexicon,"['Ophthalmology', 'Rare disease', 'Immunology/I&I', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CNTX,Context Therapeutics Inc.,286.66,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.457367096534791,0.0,0,micro,1,"['Antibody-drug conjugate', 'CAR-T cell therapy', 'Bispecific antibody']","['Oncology', 'Rare disease']",2026-03-23,lexicon,"['Antibody-drug conjugate', 'CAR-T cell therapy', 'Bispecific antibody', 'Oncology', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ACIU,AC Immune SA,276.05,5.48,Has revenue,Immunology,Biotechnology,US,,,US Biotech,2.440987751476157,0.8115750058705934,1,micro,1,[],[],,xlsx,['Immunology'],Immunology,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OABI,"OmniAb, Inc.",273.64,18.67,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.437179581752512,1.2938043599193367,1,micro,1,"['Monoclonal antibody', 'Bispecific antibody', 'Vaccine']","['Oncology', 'Metabolic/Obesity', 'Infectious disease']",2026-03-04,lexicon,"['Monoclonal antibody', 'Bispecific antibody', 'Vaccine', 'Oncology', 'Metabolic/Obesity', 'Infectious disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHRS,"Coherus Oncology, Inc.",272.04,277.73,Has revenue,Oncology,Biotechnology,US,,,US Biotech,2.434632766174142,2.4451837147961117,1,micro,1,"['Monoclonal antibody', 'Bispecific antibody']","['Oncology', 'Rare disease']",2026-03-09,lexicon,"['Monoclonal antibody', 'Bispecific antibody', 'Oncology', 'Rare disease']",Oncology,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENLV,Enlivex Ltd.,270.61,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.4323438412807263,0.0,0,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRLD,Prelude Therapeutics Incorporated,266.14,10.5,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.4251101525436813,1.0606978403536118,1,micro,1,"['Antibody-drug conjugate', 'Protein degrader', 'Diagnostics/devices']","['Oncology', 'Rare disease']",2026-03-10,lexicon,"['Antibody-drug conjugate', 'Protein degrader', 'Diagnostics/devices', 'Oncology', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLLS,Cellectis S.A.,265.08,82.55,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.4233769619190597,1.9219464542294102,1,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FENC,Fennec Pharmaceuticals Inc.,262.98,38.79,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.419922721037603,1.5997739391463883,1,micro,1,[],"['Oncology', 'Rare disease']",2026-03-27,lexicon,"['Oncology', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ABEO,Abeona Therapeutics Inc.,262.83,0.4,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.419674935053872,0.146128035678238,1,micro,1,"['Gene therapy', 'Cell therapy (other)']","['Rare disease', 'Ophthalmology', 'Dermatology']",2026-03-17,lexicon,"['Gene therapy', 'Cell therapy (other)', 'Rare disease', 'Ophthalmology', 'Dermatology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HELP,Cybin Inc.,262.69,0.0,Pre-revenue,Psychedelics/CNS,Biotechnology,US,,,US Biotech,2.419443540515492,0.0,0,micro,1,[],[],,xlsx,['Psychedelics/CNS'],Psychedelics/CNS,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
NERV,"Minerva Neurosciences, Inc.",260.08,0.0,Pre-revenue,Neurology,Biotechnology,US,,,US Biotech,2.4151069564880703,0.0,0,micro,1,[],['Neurology/CNS'],2026-03-11,lexicon,"['Neurology/CNS', 'Neurology']",Neurology,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IKT,"Inhibikase Therapeutics, Inc.",257.15,1e-06,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.4101865286571087,4.342942647204277e-07,1,micro,1,['Small molecule'],"['Rare disease', 'Oncology', 'Infectious disease']",2026-03-26,lexicon,"['Small molecule', 'Rare disease', 'Oncology', 'Infectious disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SRZN,"Surrozen, Inc.",252.09,3.6,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.401555618262893,0.6627578316815741,1,micro,1,['Bispecific antibody'],"['Ophthalmology', 'Metabolic/Obesity']",2026-03-23,lexicon,"['Bispecific antibody', 'Ophthalmology', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OVID,Ovid Therapeutics Inc.,248.65,6.61,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.395588463568244,0.8813846567705729,1,micro,1,['Small molecule'],"['Neurology/CNS', 'Rare disease', 'Ophthalmology']",2026-03-18,lexicon,"['Small molecule', 'Neurology/CNS', 'Rare disease', 'Ophthalmology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OBIO,"Orchestra BioMed Holdings, Inc.",243.93,2.82,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,2.387265215784175,0.5820633629117087,1,micro,1,['Diagnostics/devices'],"['Cardiovascular', 'Oncology', 'Metabolic/Obesity']",2026-03-12,lexicon,"['Diagnostics/devices', 'Cardiovascular', 'Oncology', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PALI,"Palisade Bio, Inc.",242.88,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,2.3853917542153864,0.0,0,micro,1,['Small molecule'],"['Rare disease', 'Oncology', 'Immunology/I&I']",2026-03-20,lexicon,"['Small molecule', 'Rare disease', 'Oncology', 'Immunology/I&I', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
